,,Overall,,,,,,,Conf.,,,Home,,,Away,,,Points,,,School Advanced,,,,,,,,,,,,
Rk,School,G,W,L,W-L%,SRS,SOS,,W,L,,W,L,,W,L,,Tm.,Opp.,,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
136,Iowa NCAA,29,21,8,0.724,23.19,11.36,,14,6,,14,2,,6,4,,2429,2086,,70.9,117.6,0.32,0.399,0.573,52,64.3,7.8,11.6,0.546,11.5,30.7,0.228
137,Purdue-Fort Wayne,23,8,15,0.348,-11.39,-7.87,,6,14,,5,6,,3,9,,1728,1809,,69.4,104.2,0.302,0.405,0.6,49.3,52,9.4,7.5,0.582,21.4,26.2,0.208
138,IUPUI,18,8,10,0.444,-10.89,-6.28,,7,9,,4,5,,4,5,,1281,1364,,72.7,97.9,0.305,0.389,0.523,48.6,52.9,9.5,5.9,0.49,17,25.4,0.219
139,Jackson State,18,12,6,0.667,-11.54,-14.32,,11,0,,6,0,,5,5,,1181,1131,,70.5,91.8,0.421,0.293,0.491,51.2,47.9,11.4,8.4,0.446,18.7,28.9,0.286
140,Jacksonville State,27,18,9,0.667,-2.6,-5.64,,13,6,,8,3,,7,5,,2005,1851,,68,107.7,0.316,0.393,0.556,53.4,53,7.3,9.8,0.531,16.6,32.3,0.217
141,Jacksonville,24,11,13,0.458,-10.94,-6.53,,5,9,,7,5,,4,8,,1622,1668,,69.5,96.7,0.34,0.398,0.529,48,46.6,9.8,7.4,0.502,18.3,24.8,0.226
142,James Madison,20,13,7,0.65,0.76,-2.3,,8,2,,10,3,,3,3,,1562,1409,,72.4,107.9,0.386,0.405,0.549,50.2,50.8,10.3,6.4,0.521,14.6,29.4,0.258
143,Kansas State,29,9,20,0.31,0.8,9.09,,4,14,,6,12,,2,7,,1792,2037,,66.5,92.8,0.289,0.409,0.5,49.9,58.1,8.3,4.7,0.472,19.4,29.7,0.192
144,Kansas NCAA,28,20,8,0.714,16.6,10.27,,12,6,,14,1,,4,6,,2047,1841,,69.5,104.8,0.305,0.363,0.533,52.5,52,9.8,11.2,0.502,15.3,31.3,0.217
145,Kennesaw State,24,5,19,0.208,-13.92,-3.44,,1,13,,4,9,,0,9,,1571,1672,,69.7,93.9,0.296,0.387,0.507,50,45.5,8.2,6.7,0.481,18,25.5,0.195
146,Kent State,23,15,8,0.652,2.48,-1.16,,12,6,,9,2,,6,5,,1764,1635,,70.9,107.6,0.277,0.396,0.544,53.7,52,9.5,9.1,0.508,16.1,34.8,0.216
147,Kentucky,25,9,16,0.36,12.44,12.16,,8,9,,5,6,,4,7,,1761,1754,,70,99.7,0.345,0.322,0.513,51.2,50.7,8.9,14.9,0.471,16.9,32.6,0.251
148,La Salle,25,9,16,0.36,-2.26,4.15,,6,11,,6,3,,3,11,,1702,1838,,69.7,97.2,0.242,0.394,0.525,48.5,50.2,10.6,9.4,0.503,18.2,26.8,0.166
149,Lafayette,15,9,6,0.6,-1.24,-2.24,,9,5,,6,3,,3,3,,1165,1150,,70.2,107.1,0.303,0.386,0.549,47.3,60,8.6,7.9,0.506,13.3,23.7,0.244
150,Lamar,28,10,18,0.357,-13.24,-6.7,,7,10,,5,5,,3,11,,1843,2026,,69.8,93.5,0.308,0.277,0.5,48.4,49.6,10.1,11.1,0.46,17.7,26.4,0.226
151,Lehigh,15,4,11,0.267,-8.71,-0.45,,4,10,,1,5,,3,6,,1025,1149,,71.3,95,0.279,0.256,0.502,49.4,49.2,8.3,5.6,0.471,16.1,24.9,0.195
152,Liberty NCAA,28,23,5,0.821,4.31,-6.69,,11,2,,13,0,,5,3,,2097,1670,,64.5,116,0.238,0.478,0.609,53,58.6,7.1,6.7,0.585,13.6,23.8,0.185
153,Lipscomb,27,15,12,0.556,-6.91,-5.48,,9,6,,10,4,,4,7,,1922,1848,,68.4,103.7,0.337,0.381,0.555,49.6,53,9,5.8,0.527,15.8,23.6,0.233
154,Cal State Long Beach,18,6,12,0.333,-9.93,-4.27,,4,8,,4,3,,1,8,,1328,1430,,74.2,96.7,0.377,0.338,0.538,46.9,45.1,8.2,7.2,0.506,18.9,23.1,0.257
155,Long Island University,18,9,9,0.5,-5.73,-6.79,,9,9,,6,3,,3,6,,1332,1313,,74.5,99.3,0.312,0.404,0.502,51.1,61.2,11.3,9.7,0.473,16.3,32.9,0.208
156,Longwood,28,12,16,0.429,-7.32,-6.25,,10,10,,8,5,,4,11,,1854,1886,,66.2,100,0.315,0.379,0.528,50.1,44.6,9.3,6.1,0.499,17.3,28.1,0.216
157,Louisiana,26,17,9,0.654,-4.88,-5.55,,10,7,,10,3,,6,4,,1934,1892,,72.1,102.2,0.288,0.331,0.529,53.5,46.6,7.7,11,0.501,17.5,33.6,0.201
158,Louisiana-Monroe,26,7,19,0.269,-10.63,-5.94,,5,13,,5,8,,2,10,,1670,1792,,67.7,94.5,0.251,0.39,0.51,44.9,58.3,10.9,8.1,0.482,17.1,22.7,0.176
159,Louisiana State NCAA,27,18,9,0.667,15.68,8.9,,11,6,,11,2,,4,6,,2217,2034,,72.8,112.3,0.34,0.371,0.564,50.1,42.3,11,7.8,0.528,13.9,31.5,0.254
160,Louisiana Tech,28,21,7,0.75,6.5,-1.5,,12,4,,15,1,,5,5,,2059,1810,,70.8,103.8,0.345,0.373,0.539,52.8,48,9.1,7.6,0.509,16,28.3,0.237
161,Louisville,20,13,7,0.65,11.2,9.75,,8,5,,9,2,,4,4,,1359,1330,,66,102.3,0.321,0.303,0.514,53.3,44.7,7.2,5.5,0.478,14.8,32,0.23
162,Loyola (IL) NCAA,28,24,4,0.857,14.6,-0.09,,16,2,,13,0,,8,3,,2002,1555,,63.9,111,0.315,0.375,0.598,54.1,60.1,10.8,7,0.574,16.6,25.3,0.227
163,Loyola Marymount,22,13,9,0.591,4.53,3.03,,7,5,,8,3,,4,5,,1529,1496,,67.8,101.9,0.413,0.349,0.557,56.3,53.3,6.9,7.7,0.517,20.4,32,0.3
164,Loyola (MD),17,6,11,0.353,1.74,0.56,,4,10,,3,4,,3,7,,1226,1206,,68.4,100.9,0.354,0.303,0.529,52.7,47.9,9.5,8.7,0.511,17.5,31.3,0.214
165,Maine,9,2,7,0.222,-14.86,-3.42,,2,6,,1,1,,1,6,,478,581,,65.4,81.2,0.272,0.449,0.468,46.8,62.8,8.7,13.5,0.451,22.4,23.3,0.155
166,Manhattan,20,7,13,0.35,-11.49,-7.64,,6,12,,4,6,,3,6,,1268,1345,,67.6,91,0.355,0.373,0.466,49.5,54,11.1,10.6,0.426,17.5,31.9,0.236
167,Marist,21,12,9,0.571,-8.25,-8.06,,10,8,,6,3,,6,5,,1332,1336,,66.7,93.9,0.315,0.412,0.52,50.3,48.2,8,12.4,0.491,19.1,23,0.216
168,Marquette,27,13,14,0.481,9.27,9.34,,8,11,,7,7,,6,6,,1883,1885,,68.4,101.6,0.35,0.374,0.544,51.7,50.4,7.4,9.9,0.506,18.3,29.1,0.257
169,Marshall,22,15,7,0.682,6,-1.37,,9,5,,9,3,,6,3,,1758,1596,,73.1,108.7,0.242,0.41,0.571,48.7,53.2,10.6,13.2,0.548,14.6,23.8,0.175
170,Maryland-Baltimore County,20,14,6,0.7,-0.12,-4.77,,10,4,,5,4,,9,2,,1391,1298,,68.7,101.2,0.366,0.371,0.539,51.8,45.3,7.4,5.1,0.503,16.7,25.8,0.26
171,Maryland-Eastern Shore,0,0,0,,,,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,
172,Maryland NCAA,29,16,13,0.552,15.32,12.85,,9,11,,11,6,,4,6,,1995,1884,,66.2,104,0.337,0.432,0.561,49.8,55.1,7.6,10.2,0.532,15.4,20.6,0.237
173,Massachusetts-Lowell,23,11,12,0.478,-5.3,-2.87,,7,8,,3,4,,6,6,,1575,1631,,69.3,98.9,0.372,0.349,0.54,51.1,47.7,7.2,10.7,0.512,18.6,27,0.246
174,Massachusetts,15,8,7,0.533,5.98,2.25,,6,4,,4,3,,3,3,,1151,1095,,72.3,103.5,0.342,0.44,0.538,48.2,56.9,9.9,9.9,0.5,14.5,24.3,0.251
175,McNeese State,24,10,14,0.417,-18.5,-11.61,,4,11,,7,5,,3,8,,1927,1722,,73.3,109.5,0.286,0.361,0.583,53.6,61.7,9.8,5.4,0.563,17.8,31.4,0.197
176,Memphis,24,16,8,0.667,12.77,3.56,,11,4,,10,1,,4,3,,1730,1509,,72.7,99.2,0.342,0.356,0.524,54.6,61.4,12.4,14.2,0.504,19.1,33.7,0.212
177,Mercer,29,18,11,0.621,1.78,-1.11,,8,9,,9,4,,6,6,,2225,2082,,70.1,107.6,0.249,0.387,0.572,52,57.6,9.7,7.9,0.551,16.1,26.2,0.179
178,Merrimack,18,9,9,0.5,-7.03,-6.64,,9,9,,6,3,,3,6,,1193,1200,,68,96.8,0.31,0.412,0.538,45.3,49.8,11.7,10.1,0.514,18.1,20.8,0.206
179,Miami (FL),27,10,17,0.37,4.13,8.65,,4,15,,7,8,,1,8,,1794,1916,,68,97.2,0.328,0.333,0.509,50.2,47.1,9.7,10.9,0.474,16.2,27.1,0.23
180,Miami (OH),23,12,11,0.522,-2.06,-2.11,,9,8,,7,4,,5,6,,1663,1647,,67.4,106.6,0.254,0.395,0.542,49.6,46.5,6.6,7.4,0.508,13.9,27.9,0.197
181,Michigan State NCAA,27,15,12,0.556,10.99,12.51,,9,11,,12,3,,3,8,,1864,1905,,69.1,99.9,0.314,0.341,0.515,52.3,64.1,6.6,12.3,0.479,16.3,30.4,0.226
182,Michigan NCAA,24,20,4,0.833,23.33,12.45,,14,3,,13,1,,6,2,,1830,1569,,67.6,112.3,0.289,0.339,0.582,54.5,55.5,6.5,10.6,0.549,14.5,29.4,0.225
183,Middle Tennessee,23,5,18,0.217,-10.53,-0.53,,3,13,,5,6,,0,9,,1426,1627,,69.8,88.7,0.257,0.399,0.48,48.2,44.8,10.2,6.1,0.451,18.9,25.8,0.176
184,Milwaukee,22,10,12,0.455,-6.95,-6.23,,7,10,,4,5,,6,6,,1662,1678,,71.1,103.9,0.332,0.359,0.533,48.1,48.5,8.4,6,0.495,13.5,24.1,0.243
185,Minnesota,29,14,15,0.483,12.04,12.73,,6,14,,13,4,,0,10,,2103,2123,,70.7,101.2,0.367,0.407,0.499,48,56.7,8.8,11.4,0.45,13.3,29.2,0.272
186,Mississippi State,29,15,14,0.517,8.97,6.73,,8,10,,9,6,,5,4,,1997,1932,,67,101,0.329,0.272,0.521,55,50.2,9.2,13.5,0.496,18.4,36.4,0.212
187,Mississippi Valley State,24,2,22,0.083,-38.54,-8,,2,13,,1,5,,1,16,,1364,2097,,73.9,76.9,0.246,0.483,0.453,40.8,55,6.2,7,0.436,22.2,18,0.141
188,Mississippi,27,16,11,0.593,12.04,6.34,,10,8,,10,4,,5,6,,1866,1712,,67.2,102.3,0.344,0.307,0.523,53.4,48.8,11.3,11.8,0.488,17.2,34.8,0.241
189,Missouri-Kansas City,24,11,13,0.458,-5.41,-3.16,,7,7,,8,3,,2,8,,1683,1502,,66.5,105.5,0.293,0.315,0.572,50.3,55.3,11.9,7.1,0.555,16.9,24.3,0.193
190,Missouri State,24,17,7,0.708,5.23,0.05,,12,6,,9,4,,7,2,,1762,1594,,68.7,106.9,0.312,0.387,0.576,53.6,51,6.8,7.5,0.546,16.6,24.8,0.231
191,Missouri NCAA,25,16,9,0.64,12.75,11.03,,8,8,,8,4,,6,4,,1841,1798,,70.5,103.4,0.375,0.375,0.543,50.2,51.1,9.4,9,0.509,16.5,28.6,0.261
192,Monmouth,20,12,8,0.6,-5.17,-6.92,,12,6,,7,2,,5,5,,1521,1486,,74.5,100.3,0.382,0.346,0.525,48.6,54.1,10.9,9.8,0.485,15.6,25.7,0.27
193,Montana State,23,13,10,0.565,-7,-6,,8,6,,5,3,,6,6,,1703,1655,,70,104.1,0.397,0.332,0.552,50.7,43.3,7.9,6.6,0.506,15.7,26,0.3
194,Montana,28,15,13,0.536,-5.15,-3.06,,7,9,,8,4,,5,8,,1981,1876,,68,102.7,0.366,0.281,0.557,50.2,51.1,7.1,7,0.511,17.3,24.3,0.286
195,Morehead State NCAA,30,23,7,0.767,-0.42,-4.53,,17,3,,12,1,,8,5,,2065,1902,,67.2,101.6,0.359,0.351,0.551,54.8,51.8,6.5,14.7,0.522,19.7,31.7,0.245
196,Morgan State,22,14,8,0.636,-5.42,-10.11,,7,5,,5,5,,7,2,,1755,1606,,75.9,105.1,0.359,0.382,0.54,52.4,54.2,10.4,11,0.499,17.5,34.8,0.266
197,Mount St. Mary's NCAA,22,12,10,0.545,-3.34,-4.75,,9,7,,6,3,,6,6,,1402,1371,,63.9,98.7,0.297,0.363,0.515,53.9,50.6,6.8,10.9,0.487,17.5,31.6,0.201
198,Murray State,26,13,13,0.5,-2.46,-7.79,,10,10,,9,4,,4,8,,1986,1739,,69.4,109.6,0.254,0.378,0.582,53,57.5,9.7,10.4,0.567,16.9,28.3,0.171
199,Navy,18,15,3,0.833,4.53,0.03,,12,1,,8,2,,6,1,,1287,1206,,67.2,104.9,0.33,0.326,0.534,52.6,47.6,12,7.4,0.5,15.6,32.3,0.234
200,Omaha,25,5,20,0.2,-13.18,-2.54,,3,11,,1,5,,3,12,,1683,1949,,72.2,93.3,0.292,0.266,0.495,47.5,37.8,7.8,7.8,0.463,16.1,23,0.201
201,Nebraska,27,7,20,0.259,7.08,13.27,,3,16,,6,9,,1,10,,1889,2004,,73,95.5,0.311,0.426,0.513,47.7,55,9.8,9.6,0.489,17.1,23.5,0.199
202,Nevada-Las Vegas,27,12,15,0.444,-1.36,1.12,,8,10,,8,4,,3,7,,1875,1822,,66.8,103.9,0.212,0.403,0.537,52.7,50.4,9.5,9.1,0.516,16.2,29.8,0.15
203,Nevada,26,16,10,0.615,5.26,1.98,,8,7,,10,2,,2,7,,1916,1812,,70.1,105.1,0.388,0.392,0.56,50.8,57.9,8,9.5,0.517,16.2,24.2,0.293
204,New Hampshire,19,10,9,0.526,-7.32,-5.82,,9,6,,5,6,,5,3,,1278,1266,,67.7,98.7,0.319,0.36,0.494,51.5,47.1,8,8.4,0.46,13.9,28,0.218
205,New Mexico State,20,12,8,0.6,-2.3,-6.18,,7,6,,4,2,,5,5,,1422,1283,,66.5,106.9,0.312,0.478,0.536,54.2,50.6,7.5,7.2,0.501,15.5,34.1,0.228
206,New Mexico,22,6,16,0.273,-12.44,-1.79,,1,8,,0,0,,3,8,,1436,1578,,69.2,93.2,0.327,0.293,0.477,52.1,51.5,8.2,12,0.453,17.9,34.3,0.196
207,New Orleans,25,10,15,0.4,-11.07,-9.9,,8,7,,6,3,,2,10,,1899,1910,,74.4,101.1,0.327,0.283,0.557,49.8,55.6,10.1,6.9,0.523,19.8,29.2,0.241
208,Niagara,20,9,11,0.45,-6.83,-6.28,,7,9,,5,3,,3,7,,1293,1304,,65.6,98.5,0.346,0.372,0.505,46.6,52.7,8.9,6.2,0.466,13.5,23.3,0.245
209,Nicholls State,25,18,7,0.72,-5.66,-9.16,,14,2,,8,1,,7,5,,1960,1831,,74.4,104.4,0.277,0.376,0.538,50.2,45.8,12.1,8.6,0.516,15.2,28.5,0.185
210,NJIT,19,7,12,0.368,-8.98,-4.93,,6,10,,3,5,,4,6,,1256,1333,,68.1,95.8,0.342,0.358,0.497,45.7,41.1,9.7,6.2,0.459,14.4,24,0.236
211,Norfolk State NCAA,23,16,7,0.696,-4.82,-9.39,,8,4,,7,4,,6,3,,1730,1591,,72,103.9,0.384,0.36,0.539,50.6,47.7,8.8,10.6,0.502,15.8,28.9,0.271
212,North Alabama,24,13,11,0.542,-9.85,-6.1,,7,8,,8,4,,3,6,,1756,1666,,71.3,101.6,0.291,0.391,0.529,52.7,43.6,8.2,9.7,0.494,16.7,29.3,0.217
213,North Carolina-Asheville,20,10,10,0.5,-6.42,-7.02,,9,5,,6,4,,4,6,,1468,1456,,69.9,103.1,0.302,0.391,0.558,47.2,46.4,9.8,10.6,0.546,18.7,26.8,0.183
214,North Carolina A&T,21,11,10,0.524,-13.84,-7.63,,7,1,,5,4,,5,6,,1517,1523,,74.3,96.6,0.368,0.337,0.507,46.4,53.2,11.7,7.2,0.475,16.4,27.8,0.242
215,North Carolina Central,14,5,9,0.357,-15.34,-8.11,,3,5,,4,2,,0,6,,942,1003,,69.7,95.7,0.33,0.354,0.515,46.7,50.8,10.4,7.9,0.481,18.3,25.9,0.229
216,North Carolina-Greensboro NCAA,29,21,8,0.724,3.91,-2.26,,13,5,,7,3,,10,3,,2135,1956,,70.5,103.9,0.238,0.389,0.506,52,44.3,10.6,12.3,0.482,13.1,31.9,0.163
217,North Carolina State,23,13,10,0.565,10.18,7.22,,9,8,,7,4,,5,5,,1684,1616,,68.5,106.3,0.321,0.324,0.555,48.7,48.5,12.1,12.2,0.527,16.3,30,0.226
218,North Carolina-Wilmington,17,7,10,0.412,-6.04,-5.66,,1,6,,3,4,,3,4,,1297,1253,,70.7,107.2,0.368,0.367,0.546,47.5,46.6,8.5,8.6,0.5,13.8,27,0.282
219,North Carolina NCAA,28,18,10,0.643,16.3,10.01,,10,6,,10,1,,3,7,,2119,1943,,71.9,105.3,0.349,0.282,0.516,57.1,55.8,10,12.8,0.485,16.8,41.2,0.233
220,North Dakota State,27,15,12,0.556,-1.2,-3.27,,11,5,,6,2,,5,7,,1883,1827,,66.6,104.3,0.336,0.362,0.545,54.9,43.2,5.8,7.1,0.504,16.4,28.7,0.256
221,North Dakota,26,9,17,0.346,-10.98,-3.98,,8,8,,5,3,,3,11,,1787,1969,,69,98.2,0.346,0.388,0.528,47.6,49.1,7.4,5.3,0.494,16.7,23.4,0.241
222,North Florida,23,8,15,0.348,-11.19,-4.33,,6,6,,5,3,,3,10,,1601,1725,,68.6,101.5,0.254,0.488,0.557,46.9,51.9,6.5,7.7,0.534,19.3,26.7,0.181
223,North Texas NCAA,26,17,9,0.654,7.43,-0.21,,9,5,,8,3,,5,6,,1815,1592,,65.6,105.9,0.273,0.373,0.572,52.1,51.9,10.3,8.5,0.546,17.8,28.3,0.201
224,Northeastern,19,10,9,0.526,-0.21,0.9,,8,2,,5,1,,4,7,,1277,1298,,68.4,97.6,0.26,0.439,0.544,48,51.2,9.1,5.8,0.515,18,20.2,0.193
225,Northern Arizona,22,6,16,0.273,-14.25,-2.89,,4,10,,1,7,,4,7,,1390,1640,,65.3,96.2,0.304,0.332,0.507,45.7,47.1,8.3,5.2,0.48,15.9,23.8,0.201
226,Northern Colorado,22,11,11,0.5,-8.06,-5.59,,6,8,,6,5,,4,5,,1551,1519,,69.4,101,0.312,0.432,0.553,52.2,44.1,6.2,6.1,0.531,18.1,24.5,0.208
227,Northern Illinois,19,3,16,0.158,-17.15,-2.05,,2,12,,2,7,,1,9,,1184,1471,,67.4,91.9,0.239,0.281,0.465,49.3,44.7,8.5,10.1,0.444,17,32.6,0.147
228,Northern Iowa,25,10,15,0.4,-1.65,2.53,,7,11,,6,5,,3,7,,1738,1779,,68.9,99.9,0.259,0.392,0.53,51.6,50.9,9.3,7.7,0.507,16.6,25.8,0.177
229,Northern Kentucky,25,14,11,0.56,-6.01,-6.13,,11,7,,9,4,,5,6,,1784,1781,,66.2,106.1,0.278,0.395,0.534,50.8,44.8,9.6,4.6,0.506,15.7,34.9,0.196
230,Northwestern State,29,11,18,0.379,-13.76,-5.22,,9,7,,6,4,,4,12,,2106,2312,,73.4,98,0.296,0.337,0.516,47.3,48.8,9.4,7.3,0.489,17,26.8,0.199
231,Northwestern,24,9,15,0.375,10.86,12.91,,6,13,,7,6,,2,8,,1686,1681,,69.3,100.4,0.271,0.404,0.533,48.4,58,8.8,8,0.505,15.2,21.7,0.194
232,Notre Dame,26,11,15,0.423,8.74,10.4,,7,11,,6,5,,4,8,,1890,1933,,67.4,107.9,0.259,0.434,0.569,47.7,57,6.3,9.6,0.539,14.2,22,0.2
233,Oakland,30,12,18,0.4,-8.51,-1.98,,10,10,,5,4,,6,11,,2240,2436,,70.6,102.4,0.332,0.419,0.522,47.5,57.4,11.3,5,0.487,15.4,30,0.235
234,Ohio State NCAA,30,21,9,0.7,19.93,13.56,,12,8,,10,4,,7,4,,2320,2129,,67.5,113.6,0.376,0.394,0.573,51.8,49.5,6.8,9.5,0.531,13.4,29.1,0.287
235,Ohio NCAA,23,16,7,0.696,5.75,-1.3,,9,5,,8,3,,4,4,,1860,1685,,71.9,112.5,0.298,0.385,0.581,50.9,60.1,9.4,6,0.558,14.7,28.8,0.209
236,Oklahoma State NCAA,28,20,8,0.714,14.15,9.97,,11,7,,10,3,,8,4,,2158,2041,,72.8,103.6,0.363,0.319,0.555,52.1,47.7,9.8,11.1,0.521,18.7,31.9,0.259
237,Oklahoma NCAA,25,15,10,0.6,13.74,8.22,,9,8,,10,3,,4,7,,1869,1731,,69.2,106.4,0.291,0.39,0.541,50,50,10.5,9.2,0.508,13.8,27.3,0.217
238,Old Dominion,23,15,8,0.652,-0.69,-0.46,,11,5,,9,1,,6,6,,1571,1556,,68.1,99.7,0.316,0.3,0.523,51.5,47.4,10.9,11.5,0.492,16.2,28.1,0.219
239,Oral Roberts NCAA,26,16,10,0.615,-0.78,-2.6,,10,5,,8,3,,5,7,,2126,1970,,73.7,111,0.273,0.466,0.582,47.5,44.8,8.7,9.6,0.545,14.1,23.8,0.225
240,Oregon State NCAA,29,17,12,0.586,7.53,7.67,,10,10,,10,6,,4,6,,2049,1981,,66,106.1,0.34,0.351,0.539,50.2,59.8,9.1,9.9,0.497,14.7,30.1,0.258
241,Oregon NCAA,26,20,6,0.769,13.6,6.64,,14,4,,11,2,,7,2,,1934,1753,,67.9,109.6,0.268,0.38,0.566,50.7,48.8,11,10.7,0.544,14.8,28.3,0.189
242,Pacific,18,9,9,0.5,1.55,4.14,,6,7,,6,2,,3,6,,1256,1272,,69.1,99,0.276,0.285,0.508,51.7,48.6,9.1,10.3,0.481,14.8,28.9,0.188
243,Penn State,25,11,14,0.44,14.72,15.08,,7,12,,7,5,,3,8,,1816,1825,,69.7,103.2,0.278,0.419,0.513,51.8,52.6,11.3,6.9,0.479,13.9,31.9,0.206
244,Pennsylvania,0,0,0,,,,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,
245,Pepperdine,24,12,12,0.5,3.56,5.01,,7,6,,7,5,,3,5,,1830,1790,,72.3,103.4,0.326,0.366,0.556,49.1,58.6,8.5,7.7,0.515,16.2,23.6,0.254
246,Pittsburgh,22,10,12,0.455,8.77,7.73,,6,10,,7,6,,3,5,,1566,1543,,68.5,103.8,0.369,0.332,0.519,53.6,57.9,8.8,11.2,0.488,15.5,34.5,0.245
247,Portland State,22,9,13,0.409,-7.91,-6.25,,6,8,,7,6,,2,6,,1512,1463,,70.6,96.8,0.327,0.387,0.49,52.2,46.4,11.7,8.7,0.455,16.5,32.4,0.222
248,Portland,21,6,15,0.286,-14.03,3.63,,0,11,,5,8,,1,6,,1459,1748,,73,94.6,0.359,0.38,0.525,42.4,51.2,8.6,7.9,0.476,17.4,18.7,0.278
249,Prairie View,21,16,5,0.762,-8.49,-15.53,,13,0,,8,0,,5,3,,1497,1349,,70.7,100.9,0.27,0.361,0.524,49.4,58.7,13.6,12.2,0.503,16.8,30.9,0.177
250,Presbyterian,22,7,15,0.318,-13.39,-8.44,,5,12,,5,6,,2,9,,1411,1476,,66.8,95.5,0.347,0.349,0.505,51.2,47.1,10.4,6.9,0.47,19.3,32.3,0.238
251,Princeton,0,0,0,,,,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,
252,Providence,26,13,13,0.5,9.93,9.81,,9,10,,8,3,,4,7,,1816,1813,,67.2,102,0.316,0.336,0.516,49.5,53.3,8.3,7.7,0.483,14.8,29.1,0.221
253,Purdue NCAA,27,18,9,0.667,17.27,12.46,,13,6,,11,1,,5,6,,1920,1790,,66.8,106,0.322,0.375,0.545,54.5,56,7.7,11.2,0.514,16.1,32.2,0.229
254,Quinnipiac,22,9,13,0.409,-8.3,-6.8,,7,10,,8,5,,1,5,,1485,1518,,72,92.2,0.354,0.415,0.505,47.6,55.2,7.6,11.2,0.469,17.6,21.2,0.243
255,Radford,27,15,12,0.556,-5.58,-5.98,,12,6,,9,5,,6,6,,1826,1745,,64.7,102.6,0.396,0.358,0.546,55.9,46.7,9.2,5.3,0.513,19.4,34.5,0.27
256,Rhode Island,25,10,15,0.4,6.15,5.79,,7,10,,6,3,,2,9,,1786,1777,,70.4,99.6,0.389,0.319,0.525,52.3,47.7,9.1,12.2,0.492,17.2,29.7,0.26
257,Rice,28,15,13,0.536,-3.73,-1.49,,6,10,,9,3,,3,9,,2068,2062,,72.5,101.9,0.264,0.482,0.554,51.3,58,7.5,5.2,0.527,18.5,26.9,0.193
258,Richmond,22,14,8,0.636,9.97,5.69,,6,5,,6,4,,5,3,,1650,1519,,69.9,107.3,0.303,0.364,0.569,46.6,52,12.5,6,0.539,13.9,20.4,0.222
259,Rider,23,6,17,0.261,-11.54,-5.06,,5,13,,1,8,,4,8,,1553,1702,,68.6,97.9,0.29,0.312,0.518,49.4,50.4,7.4,6,0.483,16.3,26.2,0.212
260,Robert Morris,19,4,15,0.211,-12.44,-4.77,,3,12,,3,6,,1,9,,1374,1494,,68.5,101.6,0.256,0.337,0.524,47.5,57.7,9.2,8.1,0.504,16.2,29.5,0.168
261,Rutgers NCAA,26,15,11,0.577,15.17,13.44,,10,10,,10,4,,4,6,,1819,1774,,68.5,101.6,0.277,0.327,0.521,49.2,51.6,11.3,14.1,0.502,14.4,27.4,0.175
262,Sacramento State,20,8,12,0.4,-9.12,-5.01,,5,9,,5,3,,3,8,,1443,1442,,66.2,107,0.315,0.313,0.542,48.9,48,10.2,6.4,0.516,13.2,27.3,0.214
263,Sacred Heart,18,9,9,0.5,-10.22,-5.5,,9,7,,4,3,,5,6,,1265,1350,,68,101.3,0.336,0.415,0.522,48.9,55.9,7,5.1,0.48,16.1,29.5,0.249
264,Saint Francis (PA),22,6,16,0.273,-8.46,-3.96,,5,13,,4,6,,2,10,,1515,1614,,69.7,97.7,0.336,0.329,0.516,49.8,52.1,8.2,5.9,0.478,17.5,28.8,0.24
265,Saint Joseph's,20,5,15,0.25,-3.45,7.01,,3,9,,3,3,,1,9,,1443,1652,,73,95.8,0.267,0.492,0.517,44.9,56.7,8,4.5,0.486,16.8,21.5,0.194
266,Saint Louis,20,14,6,0.7,13.01,2.66,,6,4,,12,1,,1,4,,1507,1300,,68.5,110.1,0.305,0.309,0.546,56.8,63.1,10.3,9.7,0.518,14.9,36.1,0.214
267,Saint Mary's (CA),24,14,10,0.583,7.27,5.65,,4,6,,9,3,,2,3,,1542,1503,,65.8,97.7,0.277,0.378,0.513,52,45.7,9.2,7.8,0.479,15.2,25.7,0.203
268,Saint Peter's,25,14,11,0.56,-4.64,-6.36,,10,8,,8,3,,4,7,,1580,1537,,68,92.9,0.327,0.344,0.493,51.3,52.8,11.8,16,0.456,18.8,30.4,0.228
269,Sam Houston State,28,19,9,0.679,-3.43,-5.02,,13,3,,12,1,,7,6,,2229,1969,,74.7,106.5,0.312,0.407,0.552,49.7,54.6,11.3,8.7,0.526,16.6,30.5,0.216
270,Samford,19,6,13,0.316,-8.51,-1.22,,2,9,,4,5,,2,7,,1460,1510,,75,100.4,0.272,0.397,0.531,52.4,52.3,8.9,8.1,0.506,18.3,30.4,0.186
271,San Diego State NCAA,27,23,4,0.852,14.59,2.17,,14,3,,13,2,,6,2,,2000,1635,,67.1,109.9,0.345,0.4,0.562,53,53.8,12.3,10,0.529,14.6,29,0.249
272,San Diego,14,3,11,0.214,-6.54,4.32,,2,7,,0,5,,3,5,,927,1079,,72.2,90.9,0.256,0.319,0.488,46.2,52.6,9.2,8.5,0.464,16.3,20.9,0.166
