"","team","conf","barthag","barthag_rk","adj_o","adj_o_rk","adj_d","adj_d_rk","adj_t","adj_t_rk","wab","nc_elite_sos","nc_fut_sos","nc_cur_sos","ov_elite_sos","ov_fut_sos","ov_cur_sos","seed","year"
"251","UMBC","AE",0.323196,251,104.486,168,111.422,316,67.7131,158,-9.4585988864072,11,0.3289,0.3289,9,0.3332,0.3332,NA,2023
"252","USC Upstate","BSth",0.322238,252,98.6995,293,105.291,190,67.89,153,-9.6664859978257,17,0.435,0.435,11,0.4039,0.3935,NA,2023
"253","Bellarmine","ASun",0.316606,253,102.16,223,109.229,278,62.0552,358,-10.086501700404,23,0.4499,0.4499,17,0.4612,0.4612,NA,2023
"254","Alcorn St.","SWAC",0.310801,254,101.026,249,108.27,261,67.247,180,-6.9305836966511,28,0.6623,0.6623,14,0.4006,0.3858,NA,2023
"255","UT Rio Grande Valley","WAC",0.310246,255,102.708,215,110.097,291,72.5973,5,-10.223424375181,12,0.2896,0.2896,14,0.4504,0.4504,NA,2023
"256","Sacramento St.","BSky",0.309099,256,101.781,231,109.154,275,62.3099,354,-11.480614260714,18,0.4885,0.4885,13,0.4583,0.4583,NA,2023
"257","Niagara","MAAC",0.308631,257,100.856,253,108.184,258,62.9767,348,-9.9955335819866,13,0.3586,0.3586,10,0.3784,0.3784,NA,2023
"258","SIU Edwardsville","OVC",0.30821,258,99.1871,286,106.411,217,69.1588,85,-10.286334948806,11,0.3532,0.3532,7,0.2927,0.2927,NA,2023
"259","Southeastern Louisiana","Slnd",0.302306,259,103.04,209,110.813,304,68.7999,102,-9.1147264448285,19,0.4782,0.4782,10,0.3314,0.3314,NA,2023
"260","Mount St. Mary's","MAAC",0.301294,260,97.6594,309,105.07,184,65.8438,264,-14.267820776672,16,0.4065,0.4065,11,0.3915,0.3915,NA,2023
"261","Dartmouth","Ivy",0.300766,261,99.7442,276,107.337,237,68.7316,112,-12.937160474552,8,0.3472,0.3472,11,0.4327,0.4327,NA,2023
"262","Louisiana Monroe","SB",0.293882,262,97.6361,310,105.37,196,66.1428,237,-13.517401420609,16,0.391,0.391,16,0.4747,0.4747,NA,2023
"263","Southeast Missouri St.","OVC",0.292833,263,100.34,269,108.336,262,72.211,12,-11.36227453674,15,0.4273,0.4273,8,0.3245,0.3205,16,2023
"264","California","P12",0.290319,264,96.4214,325,104.215,167,63.4267,342,-16.567634947553,17,0.5569,0.5569,28,0.6922,0.6922,NA,2023
"265","North Dakota","Sum",0.290134,265,103.395,201,111.761,321,66.9711,191,-14.134001719942,16,0.4452,0.4452,12,0.4036,0.4036,NA,2023
"266","Fairfield","MAAC",0.288667,266,98.233,300,106.247,209,65.0043,300,-13.029494495853,15,0.4187,0.4187,10,0.3794,0.3794,NA,2023
"267","Miami OH","MAC",0.285335,267,102.641,217,111.172,312,66.7758,204,-14.159239356647,12,0.3706,0.3706,12,0.4108,0.4108,NA,2023
"268","Lafayette","Pat",0.283702,268,94.704,341,102.647,135,62.9692,349,-16.577552251107,20,0.5475,0.5475,12,0.4107,0.4107,NA,2023
"269","Nicholls St.","Slnd",0.280372,269,99.0007,289,107.457,240,70.5634,34,-9.3993893296085,27,0.5123,0.5123,13,0.3411,0.3411,NA,2023
"270","Prairie View A&M","SWAC",0.279329,270,93.8022,345,101.861,119,67.6258,163,-13.620729150037,22,0.5069,0.5069,11,0.3465,0.3465,NA,2023
"271","Bowling Green","MAC",0.278818,271,103.245,203,112.14,326,69.6229,60,-15.080349142724,7,0.3141,0.3141,10,0.3908,0.3908,NA,2023
"272","UTSA","CUSA",0.278738,272,101.77,232,110.541,300,69.0936,89,-14.415837915111,11,0.3366,0.3366,16,0.4955,0.4955,NA,2023
"273","Maryland Eastern Shore","MEAC",0.27799,273,92.8589,351,100.895,101,69.4314,69,-7.7461882924664,18,0.4217,0.4217,11,0.3436,0.3436,NA,2023
"274","Louisville","ACC",0.27619,274,101.318,243,110.172,292,66.5733,217,-16.999641181519,21,0.567,0.567,24,0.6475,0.6475,NA,2023
"275","Denver","Sum",0.274326,275,100.39,265,109.252,279,68.587,116,-12.733029213955,9,0.2626,0.2626,9,0.319,0.319,NA,2023
"276","Tennessee St.","OVC",0.273774,276,100.693,255,109.607,286,70.5077,37,-11.344593583182,5,0.2211,0.2211,5,0.2427,0.2427,NA,2023
"277","Marist","MAAC",0.271304,277,97.5712,312,106.325,213,65.5609,276,-15.792324714736,4,0.2738,0.2738,8,0.3492,0.3492,NA,2023
"278","Oakland","Horz",0.270826,278,102.516,220,111.737,320,68.4899,121,-12.663884945409,22,0.5644,0.5644,13,0.4364,0.4364,NA,2023
