"","team","conf","barthag","barthag_rk","adj_o","adj_o_rk","adj_d","adj_d_rk","adj_t","adj_t_rk","wab","nc_elite_sos","nc_fut_sos","nc_cur_sos","ov_elite_sos","ov_fut_sos","ov_cur_sos","seed","year"
"26","Washington","P10",0.902316,26,112.024,37,92.332,29,73.1777,10,1.1827913728052,17,0.5633,0.5633,27,0.6953,0.6953,11,2010
"27","Utah St.","WAC",0.902138,27,115.086,17,94.8725,59,61.8015,332,-0.39300591669503,16,0.5132,0.5132,16,0.547,0.547,12,2010
"28","Northern Iowa","MVC",0.900698,28,108.311,67,89.4129,9,60.2165,342,3.7275269315757,15,0.5064,0.5064,22,0.6304,0.6304,9,2010
"29","Oklahoma St.","B12",0.900455,29,113.42,26,93.6531,44,67.5638,158,1.8059877473783,12,0.4562,0.4562,32,0.6826,0.6826,7,2010
"30","Georgia Tech","ACC",0.895276,30,108.804,59,90.2838,17,69.6399,68,1.3419684007502,16,0.4941,0.4941,35,0.7262,0.7262,10,2010
"31","Florida St.","ACC",0.894414,31,103.496,142,85.9473,2,67.1222,181,2.8070135469244,20,0.4854,0.4854,32,0.6901,0.6901,9,2010
"32","Tennessee","SEC",0.892839,32,108.393,66,90.1443,16,69.0395,83,3.8637245930928,20,0.529,0.529,32,0.6995,0.6995,6,2010
"33","UNLV","MWC",0.890896,33,110.47,47,92.0325,27,67.6778,150,0.95369443318285,17,0.5429,0.5429,23,0.6165,0.6165,8,2010
"34","Notre Dame","BE",0.890379,34,119.208,5,99.3583,130,64.6435,278,0.46705620432058,7,0.3837,0.3837,28,0.6611,0.6611,6,2010
"35","Pittsburgh","BE",0.889734,35,110.794,46,92.3983,31,62.3939,327,3.6446874954555,13,0.5051,0.5051,31,0.6957,0.6957,3,2010
"36","UTEP","CUSA",0.888069,36,107.216,83,89.5454,10,69.3154,77,2.1476629798179,16,0.4553,0.4553,21,0.5814,0.5814,12,2010
"37","Dayton","A10",0.884318,37,106.108,101,88.9066,8,66.6663,210,-2.1063911824336,25,0.601,0.601,27,0.66,0.66,NA,2010
"38","Gonzaga","WCC",0.879975,38,111.33,40,93.6215,43,69.3079,78,2.5206026810842,29,0.6147,0.6147,25,0.5926,0.5926,8,2010
"39","Vanderbilt","SEC",0.878913,39,113.111,28,95.2025,64,69.6019,69,3.2260871945324,20,0.5847,0.5847,30,0.7124,0.7124,4,2010
"40","Old Dominion","CAA",0.876983,40,106.864,91,90.0857,14,63.5595,310,0.59771551738714,30,0.6246,0.6246,23,0.5729,0.5729,11,2010
"41","Arizona St.","P10",0.870224,41,109.828,54,93.0788,38,62.4044,326,0.083970955337913,21,0.5086,0.5086,25,0.6398,0.6398,NA,2010
"42","Saint Mary's","WCC",0.869337,42,114.731,19,97.3001,91,67.5634,159,1.9412091518109,19,0.551,0.551,21,0.5798,0.5798,10,2010
"43","Mississippi St.","SEC",0.868225,43,108.892,58,92.4265,32,67.7514,146,0.098351478692387,15,0.4852,0.4852,26,0.6431,0.6431,NA,2010
"44","San Diego St.","MWC",0.864025,44,110.368,48,93.9751,49,64.1909,295,1.3471424478749,21,0.5584,0.5584,25,0.6248,0.6248,11,2010
"45","Virginia Tech","ACC",0.860879,45,107.356,79,91.6209,25,68.1305,133,2.2457775307985,13,0.3918,0.3918,26,0.6299,0.6299,NA,2010
"46","Louisville","BE",0.860765,46,113.935,23,97.2444,90,67.351,168,-0.105161362365,17,0.5131,0.5131,32,0.7045,0.7045,9,2010
"47","New Mexico","MWC",0.860617,47,113.743,24,97.0903,86,68.3705,121,4.9063715296144,17,0.5703,0.5703,22,0.6107,0.6107,3,2010
"48","Richmond","A10",0.854261,48,107.986,70,92.594,35,63.8155,302,2.5918824870575,24,0.5659,0.5659,26,0.6335,0.6335,7,2010
"49","Florida","SEC",0.847099,49,112.363,33,96.8206,83,65.6454,248,-0.048537306122157,21,0.5017,0.5017,31,0.6734,0.6734,10,2010
"50","Mississippi","SEC",0.845569,50,111.85,38,96.4778,79,69.8322,61,0.38793865878591,21,0.4906,0.4906,27,0.6509,0.6509,NA,2010
"51","Cornell","Ivy",0.845315,51,116.748,9,100.72,159,65.6548,247,1.8675483065366,26,0.5655,0.5655,21,0.4849,0.4849,12,2010
"52","Memphis","CUSA",0.843282,52,114.425,22,98.848,119,66.6757,208,-0.92226391004371,18,0.4631,0.4631,21,0.5825,0.5825,NA,2010
"53","VCU","CAA",0.842014,53,112.643,30,97.39,92,69.326,76,-2.7099824091046,13,0.54,0.54,16,0.5505,0.5505,NA,2010
"54","Wake Forest","ACC",0.841798,54,106.639,92,92.2115,28,70.0497,55,1.0404276025961,20,0.511,0.511,34,0.7149,0.7149,9,2010
"55","Illinois","B10",0.839787,55,108.093,69,93.5909,42,67.8741,143,-0.82009586077676,22,0.5866,0.5866,32,0.7071,0.7071,NA,2010
"56","Connecticut","BE",0.837106,56,106.573,93,92.4341,33,68.6972,98,-2.4196205165393,23,0.5932,0.5932,33,0.7334,0.7334,NA,2010
"57","St. John's","BE",0.832753,57,106.865,90,92.9418,37,65.7563,241,-2.2697451336392,23,0.5403,0.5403,34,0.7173,0.7173,NA,2010
"58","Miami FL","ACC",0.82965,58,112.276,34,97.8363,98,66.1533,226,-1.9733043372253,7,0.2952,0.2952,29,0.6251,0.6251,NA,2010
"59","Alabama","SEC",0.823017,59,107.599,73,94.1384,51,65.3116,262,-3.9700102682951,21,0.5267,0.5267,28,0.6685,0.6685,NA,2010
"60","UAB","CUSA",0.81958,60,103.619,141,90.8409,22,65.5373,253,-0.13616407832719,16,0.5352,0.5352,19,0.6059,0.6059,NA,2010
"61","USC","P10",0.818505,61,97.1248,239,85.2014,1,62.9589,317,-3.7467056934082,24,0.5589,0.5589,28,0.6727,0.6727,NA,2010
"62","Seton Hall","BE",0.812949,62,111.239,42,97.8968,100,71.1214,31,-0.44827739245105,14,0.3838,0.3838,31,0.6645,0.6645,NA,2010
"63","Boston College","ACC",0.805452,63,110.953,45,98.0587,103,65.6625,246,-4.4522963706539,14,0.4471,0.4471,31,0.6716,0.6716,NA,2010
"64","Rhode Island","A10",0.803761,64,112.036,36,99.1088,123,68.467,114,0.23970705673927,21,0.5945,0.5945,24,0.6338,0.6338,NA,2010
"65","Cincinnati","BE",0.801785,65,105.786,110,93.6811,45,66.5589,215,-1.5939113900034,23,0.4996,0.4996,33,0.701,0.701,NA,2010
"66","Siena","MAAC",0.797383,66,107.54,76,95.4621,66,70.7726,34,0.90500067986656,28,0.5729,0.5729,18,0.5111,0.5111,13,2010
"67","Murray St.","OVC",0.79444,67,106.303,97,94.5126,56,66.9672,191,0.048842830253932,14,0.3877,0.3877,12,0.389,0.389,13,2010
"68","Missouri St.","MVC",0.7942,68,111.1,44,98.7908,116,65.8656,238,-4.4992334850087,12,0.4552,0.4552,17,0.5778,0.5778,NA,2010
"69","Wichita St.","MVC",0.793636,69,107.951,71,96.0193,71,65.7472,242,-0.39878144746555,15,0.4184,0.4184,21,0.5883,0.5883,NA,2010
"70","Iowa St.","B12",0.791925,70,106.358,96,94.6882,58,69.1283,81,-4.0773600725713,20,0.4861,0.4861,34,0.6882,0.6882,NA,2010
"71","North Carolina","ACC",0.790848,71,105.875,107,94.3119,53,71.7155,23,-2.6800510930098,24,0.5311,0.5311,36,0.718,0.718,NA,2010
"72","Texas Tech","B12",0.79019,72,107.85,72,96.1039,73,71.9053,19,-1.9316717106967,17,0.5169,0.5169,35,0.7145,0.7145,NA,2010
"73","South Florida","BE",0.787034,73,106.296,98,94.8753,60,65.2644,264,-0.9952207022207,10,0.4811,0.4811,28,0.686,0.686,NA,2010
"74","Wright St.","Horz",0.78647,74,107.346,80,95.8402,67,63.3293,311,-4.0937734760925,21,0.5323,0.5323,20,0.5502,0.5502,NA,2010
"75","Michigan","B10",0.784703,75,105.935,104,94.6667,57,63.0661,314,-4.7126188694206,25,0.5926,0.5926,34,0.7064,0.7064,NA,2010
"76","North Carolina St.","ACC",0.784234,76,104.843,124,93.7138,46,65.4156,258,-2.4364360972629,14,0.4475,0.4475,32,0.685,0.685,NA,2010
"77","Colorado","B12",0.766093,77,112.504,31,101.476,173,68.4364,117,-4.4846551541157,14,0.4544,0.4544,34,0.6897,0.6897,NA,2010
"78","Marshall","CUSA",0.763356,78,108.702,61,98.1765,105,69.9371,59,-1.9592536474631,18,0.4952,0.4952,18,0.5643,0.5643,NA,2010
"79","Georgia","SEC",0.762962,79,110.075,51,99.4358,132,65.2285,267,-5.1124279301953,23,0.5692,0.5692,32,0.7098,0.7098,NA,2010
"80","Wofford","SC",0.756184,80,103.474,143,93.7751,47,64.5387,283,-1.8519646624123,26,0.5725,0.5725,16,0.4758,0.4758,13,2010
"81","Nevada","WAC",0.755793,81,112.136,35,101.643,178,69.73,65,-3.9134565650926,27,0.6191,0.6191,22,0.6007,0.6007,NA,2010
"82","Providence","BE",0.751177,82,115.153,16,104.605,237,74.3959,6,-6.8684414234159,17,0.4996,0.4996,33,0.7036,0.7036,NA,2010
"83","Tulsa","CUSA",0.743917,83,106.072,102,96.6782,81,67.0254,186,-1.5420874812918,21,0.5262,0.5262,24,0.6066,0.6066,NA,2010
"84","Northeastern","CAA",0.742754,84,104.079,139,94.9115,61,61.6267,333,-4.3521772710857,24,0.6943,0.6943,20,0.5991,0.5991,NA,2010
"85","Northwestern","B10",0.74257,85,113.096,29,103.143,209,63.694,304,-1.8869710233651,14,0.3904,0.3904,29,0.6267,0.6267,NA,2010
"86","Houston","CUSA",0.741424,86,111.343,39,101.597,177,72.6196,12,-6.3984671911926,17,0.5589,0.5589,22,0.6208,0.6208,13,2010
"87","Auburn","SEC",0.736373,87,109.914,53,100.522,155,70.6355,37,-7.0678902584747,15,0.4738,0.4738,26,0.6428,0.6428,NA,2010
"88","South Carolina","SEC",0.735709,88,105.147,116,96.1912,75,70.0897,54,-4.0613853719647,23,0.5736,0.5736,32,0.7078,0.7078,NA,2010
"89","Virginia","ACC",0.732019,89,104.765,125,95.9993,70,62.9702,316,-4.304974116508,13,0.457,0.457,31,0.692,0.692,NA,2010
"90","Nebraska","B12",0.73056,90,105.899,106,97.1007,88,64.286,292,-4.9193920787873,15,0.4118,0.4118,34,0.6618,0.6618,NA,2010
"91","Arizona","P10",0.730096,91,107.127,86,98.2466,108,68.9798,86,-3.6265343620071,28,0.6828,0.6828,30,0.7268,0.7268,NA,2010
"92","Saint Louis","A10",0.727145,92,98.8608,211,90.7836,20,63.7543,303,-2.9437081769448,15,0.4827,0.4827,21,0.6097,0.6097,NA,2010
"93","Oklahoma","B12",0.719128,93,110.178,50,101.529,175,66.6792,207,-5.1697317319681,19,0.524,0.524,35,0.7178,0.7178,NA,2010
"94","Portland","WCC",0.718978,94,108.507,65,99.9954,146,64.3927,289,-2.5436804803387,23,0.5759,0.5759,21,0.5634,0.5634,NA,2010
"95","Pacific","BW",0.714832,95,104.171,138,96.1708,74,61.608,334,-5.7064392737695,20,0.5391,0.5391,15,0.4832,0.4832,NA,2010
"96","Sam Houston St.","Slnd",0.713709,96,109.166,56,100.83,161,70.236,51,-2.5139893583732,25,0.5848,0.5848,14,0.4402,0.4402,14,2010
"97","Penn St.","B10",0.70739,97,107.211,84,99.2898,128,63.6419,305,-8.2440206903552,13,0.3865,0.3865,32,0.6598,0.6598,NA,2010
"98","Southern Miss","CUSA",0.706962,98,102.555,154,94.9949,62,62.2725,328,-5.3309025142114,15,0.4073,0.4073,22,0.5637,0.5637,NA,2010
"99","Stanford","P10",0.706779,99,105.872,108,98.0748,104,67.8772,142,-6.8664120673783,20,0.5285,0.5285,29,0.6816,0.6816,NA,2010
"100","Illinois St.","MVC",0.704389,100,105.067,118,97.4258,94,65.9044,236,-2.6824489962157,9,0.3723,0.3723,19,0.5702,0.5702,NA,2010
"101","Kent St.","MAC",0.69893,101,104.386,130,97.0147,85,68.3111,127,-2.1443949803934,23,0.6056,0.6056,18,0.5612,0.5612,NA,2010
"102","Ohio","MAC",0.695836,102,106.215,100,98.8398,118,70.1521,53,-7.7748813053596,16,0.5048,0.5048,16,0.5273,0.5273,14,2010
"103","UCLA","P10",0.686533,103,106.538,94,99.5172,135,65.3147,261,-6.6088495171434,23,0.5609,0.5609,29,0.6912,0.6912,NA,2010
"104","Charlotte","A10",0.68571,104,106.911,89,99.8993,140,68.4312,118,-2.4063928856199,25,0.5034,0.5034,26,0.5938,0.5938,NA,2010
"105","Morehead St.","OVC",0.683124,105,104.231,133,97.4963,95,65.9523,233,-4.8938170790287,23,0.5208,0.5208,13,0.4154,0.4154,NA,2010
"106","IUPUI","Sum",0.681651,106,107.591,74,100.699,157,66.1991,223,-4.4063019717325,27,0.6532,0.6532,14,0.4558,0.4558,NA,2010
"107","Creighton","MVC",0.680929,107,107.293,81,100.449,154,67.0804,183,-6.3265410738584,22,0.5153,0.5153,22,0.6033,0.6033,NA,2010
"108","Bradley","MVC",0.680632,108,106.016,103,99.2652,127,66.1629,225,-5.4922026916702,24,0.5572,0.5572,25,0.6416,0.6416,NA,2010
"109","Arkansas","SEC",0.680462,109,104.679,126,98.0198,101,71.2358,29,-7.9541474707478,15,0.4917,0.4917,26,0.6464,0.6464,NA,2010
"110","Washington St.","P10",0.676888,110,106.931,87,100.271,152,67.5274,161,-5.6507381636049,16,0.4142,0.4142,26,0.632,0.632,NA,2010
"111","Akron","MAC",0.657781,111,104.515,129,98.7424,114,66.3714,219,-3.9743357984627,16,0.4625,0.4625,14,0.4898,0.4898,NA,2010
"112","George Washington","A10",0.655129,112,102.571,153,97.0043,84,68.4724,113,-6.351606059724,10,0.4295,0.4295,21,0.5769,0.5769,NA,2010
"113","Iona","MAAC",0.651612,113,98.7563,213,93.5231,41,65.9681,232,-3.8007246767612,21,0.5261,0.5261,16,0.4973,0.4973,NA,2010
"114","New Mexico St.","WAC",0.648489,114,109.955,52,104.253,231,71.6926,24,-2.331428865576,25,0.5379,0.5379,23,0.5818,0.5818,12,2010
"115","Oregon","P10",0.647389,115,104.578,128,99.196,124,67.4722,163,-5.9343210120426,14,0.4277,0.4277,26,0.642,0.642,NA,2010
"116","Southern Illinois","MVC",0.646502,116,105.364,114,99.9759,145,67.5648,157,-7.6651016498371,14,0.4221,0.4221,20,0.5857,0.5857,NA,2010
"117","Fairfield","MAAC",0.636297,117,105.019,121,100.033,147,66.7812,199,-4.0510000613165,16,0.3849,0.3849,15,0.47,0.47,NA,2010
"118","Hofstra","CAA",0.633147,118,101.221,176,96.5296,80,70.2577,50,-7.375493586793,19,0.5075,0.5075,16,0.5154,0.5154,NA,2010
"119","Louisiana Tech","WAC",0.632008,119,102.914,149,98.1862,106,68.8155,91,-2.5138822966254,16,0.4369,0.4369,19,0.5322,0.5322,NA,2010
"120","Oregon St.","P10",0.630343,120,98.709,214,94.2328,52,62.603,324,-7.197322095467,13,0.4393,0.4393,25,0.6425,0.6425,NA,2010
"121","William & Mary","CAA",0.62784,121,107.286,82,102.516,194,61.4713,336,-1.6636441969972,28,0.6285,0.6285,22,0.5876,0.5876,NA,2010
"122","Milwaukee","Horz",0.626569,122,104.87,123,100.255,151,67.3764,167,-6.3173526726825,20,0.5071,0.5071,20,0.5417,0.5417,NA,2010
"123","Utah","MWC",0.625726,123,100.699,184,96.2975,76,66.6081,213,-7.8150285255601,16,0.5404,0.5404,24,0.6147,0.6147,NA,2010
"124","Harvard","Ivy",0.624687,124,105.644,112,101.066,165,68.6287,103,-2.0715944204924,20,0.5081,0.5081,15,0.4266,0.4266,NA,2010
"125","Green Bay","Horz",0.621741,125,105.814,109,101.339,170,64.9094,273,-5.4508083952767,16,0.4922,0.4922,18,0.5393,0.5393,NA,2010
"126","Princeton","Ivy",0.619704,126,96.8891,245,92.8613,36,59.9744,343,-3.9316939933879,14,0.4065,0.4065,13,0.4,0.4,NA,2010
"127","Montana","BSky",0.618631,127,104.226,134,99.933,142,63.107,313,-4.6397765195894,17,0.5003,0.5003,13,0.4382,0.4382,14,2010
"128","Boston University","AE",0.618311,128,102.581,152,98.3669,109,71.236,28,-7.4624233329723,25,0.5962,0.5962,15,0.4472,0.4472,NA,2010
"129","Niagara","MAAC",0.616328,129,104.173,137,99.9669,144,69.6509,67,-8.9830737182495,14,0.4917,0.4917,14,0.4965,0.4965,NA,2010
"130","Belmont","ASun",0.613431,130,102.501,156,98.4668,110,70.0216,57,-7.0441585659539,26,0.5567,0.5567,13,0.4024,0.4024,NA,2010
"131","Western Kentucky","SB",0.612953,131,105.042,119,100.925,163,65.7202,244,-7.5033360789086,21,0.6244,0.6244,12,0.4544,0.4544,NA,2010
"132","Weber St.","BSky",0.609038,132,106.459,95,102.434,193,68.7125,97,-4.4589768648289,31,0.6522,0.6522,17,0.4819,0.4819,NA,2010
"133","SMU","CUSA",0.605313,133,105.514,113,101.662,179,62.11,329,-9.8511679177808,14,0.4614,0.4614,20,0.5758,0.5758,NA,2010
"134","St. Bonaventure","A10",0.605158,134,105.202,115,101.368,171,67.9688,139,-7.5081154586502,23,0.528,0.528,23,0.5925,0.5925,NA,2010
"135","UC Santa Barbara","BW",0.596857,135,99.433,201,96.0975,72,67.4429,165,-4.1268504433217,22,0.5735,0.5735,15,0.477,0.477,15,2010
"136","Appalachian St.","SC",0.596238,136,107.441,78,103.86,226,66.7898,198,-5.5247804264217,21,0.5441,0.5441,14,0.4742,0.4742,NA,2010
"137","Detroit","Horz",0.595756,137,99.2632,205,95.9716,69,68.8749,89,-6.991950892288,14,0.4065,0.4065,17,0.5122,0.5122,NA,2010
"138","Northern Colorado","BSky",0.591563,138,102.819,151,99.5594,136,68.6489,101,-3.6652266663518,8,0.3547,0.3547,9,0.3901,0.3901,NA,2010
"139","College of Charleston","SC",0.58691,139,109.222,55,105.937,261,69.6959,66,-5.3792361474863,21,0.5421,0.5421,15,0.4739,0.4739,NA,2010
"140","Drake","MVC",0.582754,140,107.498,77,104.42,235,64.2839,293,-10.858897063731,10,0.4315,0.4315,19,0.5898,0.5898,NA,2010
"141","Duquesne","A10",0.582157,141,101.933,163,99.0356,122,70.6085,40,-6.0187187980122,20,0.4833,0.4833,25,0.5957,0.5957,NA,2010
"142","Oakland","Sum",0.580766,142,106.237,99,103.268,211,70.2959,48,-1.0558994956931,39,0.666,0.666,19,0.4634,0.4634,14,2010
"143","Western Carolina","SC",0.578892,143,104.226,135,101.381,172,69.7941,64,-5.4035543654508,27,0.5645,0.5645,16,0.4656,0.4656,NA,2010
"144","Indiana St.","MVC",0.572427,144,102.526,155,99.9576,143,65.7283,243,-6.2921181790568,13,0.5127,0.5127,21,0.6276,0.6276,NA,2010
"145","Long Beach St.","BW",0.568549,145,99.7862,195,97.4204,93,70.4921,44,-7.2893978656452,45,0.7832,0.7832,24,0.5577,0.5577,NA,2010
"146","Coastal Carolina","BSth",0.56742,146,100.382,189,98.0413,102,64.4261,287,-3.7039850133695,14,0.3609,0.3609,8,0.2569,0.2569,NA,2010
"147","Cleveland St.","Horz",0.565588,147,105.022,120,102.64,198,65.8491,239,-8.381360089367,33,0.6467,0.6467,23,0.5865,0.5865,NA,2010
"148","TCU","MWC",0.559847,148,105.702,111,103.514,219,64.5447,282,-9.611119617373,19,0.5323,0.5323,26,0.6184,0.6184,NA,2010
"149","Vermont","AE",0.555567,149,102.15,159,100.187,149,67.9103,141,-5.0791599116599,12,0.4144,0.4144,10,0.3601,0.3601,16,2010
"150","Stephen F. Austin","Slnd",0.55084,150,100.779,182,99.0069,121,60.4808,339,-5.4442131482129,14,0.3784,0.3784,9,0.3511,0.3511,NA,2010
"151","Oral Roberts","Sum",0.549016,151,100.647,185,98.9399,120,66.8911,193,-6.9114832997118,27,0.6594,0.6594,15,0.4627,0.4627,NA,2010
"152","Colorado St.","MWC",0.548787,152,99.4425,200,97.7639,97,67.3479,170,-6.7182732245691,13,0.4726,0.4726,23,0.5961,0.5961,NA,2010
"153","Drexel","CAA",0.548643,153,98.429,216,96.7724,82,65.2622,265,-8.2411558360966,24,0.5613,0.5613,20,0.54,0.54,NA,2010
"154","George Mason","CAA",0.547248,154,101.973,161,100.306,153,65.9815,231,-7.2982290979212,16,0.5067,0.5067,17,0.5317,0.5317,NA,2010
"155","Western Michigan","MAC",0.545825,155,104.606,127,102.947,205,67.56,160,-8.7698228301633,21,0.6228,0.6228,15,0.5139,0.5139,NA,2010
"156","Idaho","WAC",0.53904,156,103.308,144,101.912,185,66.5196,216,-9.5634690979867,13,0.4665,0.4665,17,0.5451,0.5451,NA,2010
"157","Rutgers","BE",0.53733,157,102.866,150,101.536,176,68.364,123,-6.2506500275994,11,0.4009,0.4009,29,0.6595,0.6595,NA,2010
"158","La Salle","A10",0.533315,158,104.203,136,103.001,206,68.8146,92,-9.2991648833341,22,0.5057,0.5057,24,0.5948,0.5948,NA,2010
"159","DePaul","BE",0.532157,159,99.9495,192,98.8363,117,62.8806,320,-10.984415603488,19,0.4821,0.4821,32,0.6914,0.6914,NA,2010
"160","Boise St.","WAC",0.530734,160,100.726,183,99.6535,138,71.3338,26,-10.836530812747,9,0.3496,0.3496,16,0.4907,0.4907,NA,2010
"161","Miami OH","MAC",0.530405,161,101.892,165,100.819,160,61.1095,337,-9.5019657068141,31,0.6651,0.6651,21,0.5842,0.5842,NA,2010
"162","Campbell","ASun",0.52746,162,99.4792,199,98.5326,112,64.9606,272,-7.8358234095656,11,0.4559,0.4559,8,0.3733,0.3733,NA,2010
"163","Loyola Marymount","WCC",0.520805,163,106.912,88,106.14,263,70.3144,47,-7.8599085543439,16,0.4617,0.4617,18,0.5124,0.5124,NA,2010
"164","Middle Tennessee","SB",0.519504,164,100.414,188,99.7344,139,65.9039,237,-8.2253958834375,22,0.4794,0.4794,14,0.4115,0.4115,NA,2010
"165","UCF","CUSA",0.517495,165,101.866,166,101.248,169,65.1068,269,-8.3719712131788,21,0.515,0.515,22,0.5907,0.5907,NA,2010
"166","LSU","SEC",0.512858,166,98.3029,219,97.8641,99,63.1639,312,-9.5032475237595,17,0.4696,0.4696,28,0.6585,0.6585,NA,2010
"167","East Tennessee St.","ASun",0.505375,167,97.8246,231,97.6419,96,68.5484,107,-8.1121684484251,29,0.6876,0.6876,16,0.4658,0.4658,16,2010
"168","Jacksonville","ASun",0.503951,168,99.6502,197,99.5133,134,69.2196,80,-6.9332101333298,27,0.6074,0.6074,15,0.4431,0.4431,NA,2010
"169","Indiana","B10",0.503294,169,101.328,171,101.212,167,68.9262,87,-9.2850244346292,17,0.4484,0.4484,32,0.6726,0.6726,NA,2010
"170","Saint Joseph's","A10",0.495617,170,100.529,186,100.683,156,70.6104,39,-9.9117733199634,25,0.6018,0.6018,27,0.6472,0.6472,NA,2010
"171","Morgan St.","MEAC",0.49372,171,102.999,148,103.224,210,70.042,56,-3.9103612608254,21,0.4893,0.4893,13,0.3435,0.3435,15,2010
"172","Stony Brook","AE",0.493667,172,101.459,168,101.683,180,66.7568,202,-5.6164481861494,12,0.3463,0.3463,10,0.3377,0.3377,NA,2010
"173","Buffalo","MAC",0.492787,173,104.961,122,105.224,245,69.4535,72,-6.7894239397864,16,0.4735,0.4735,14,0.4822,0.4822,NA,2010
"174","Saint Peter's","MAAC",0.49156,174,91.3555,306,91.6241,26,65.0176,270,-9.2437791955456,10,0.3443,0.3443,12,0.4365,0.4365,NA,2010
"175","Eastern Kentucky","OVC",0.486108,175,108.579,63,109.106,301,62.7521,323,-7.3055535490208,18,0.4141,0.4141,12,0.3879,0.3879,NA,2010
"176","Denver","SB",0.482853,176,105.109,117,105.738,255,59.8866,344,-9.0896299950608,13,0.4752,0.4752,9,0.3842,0.3842,NA,2010
"177","Iowa","B10",0.479261,177,101.087,180,101.819,182,62.8549,321,-9.8003267338015,19,0.5055,0.5055,32,0.6878,0.6878,NA,2010
"178","Central Michigan","MAC",0.478627,178,101.124,178,101.879,183,64.5999,279,-9.6070848521206,21,0.4794,0.4794,15,0.4592,0.4592,NA,2010
