"","x"
"1",2.59559564409858
"2",2.33434498498816
"3",2.21279454289972
"4",1.6575704227856
"5",1.96588279221259
"6",2.21010540464894
"7",2.05432917562516
"8",1.89727149239889
"9",1.54088807014815
"10",2.12506691513722
"11",1.64466187765031
"12",1.50654961132841
"13",1.87039169417351
"14",1.76878723320626
"15",1.30390004314267
"16",1.57273677705207
"17",1.33736540825571
"18",1.01058781840636
"19",1.09257299287891
"20",0.709994940846795
"21",1.27590151074396
"22",0.993731734852247
"23",1.02461480259792
"24",0.949257568299263
"25",1.09399451710732
"26",1.02816507772079
"27",0.522120297305881
"28",0.764022479672053
"29",0.473885101054776
"30",1.03702321531958
"31",0.826045163430887
"32",0.381961896905378
"33",0.331339667908563
"34",0.523171560488375
"35",0.631571705855249
"36",0.896079421266061
"37",0.932765977808853
"38",0.508658680528767
"39",0.154398633991137
"40",0.880618438892575
"41",0.530542525353303
"42",0.767034498908765
"43",0.544745330638773
"44",0.669757935968725
"45",0.411510134758582
"46",0.230596300521764
"47",0.683010510687853
"48",0.347076868218355
"49",0.622359375933589
"50",0.862972828676739
"51",0.750471137796203
"52",0.307883952815167
"53",0.432874643344028
"54",0.4141524248849
"55",0.529453025464048
"56",0.357928140101733
"57",0.231653417209839
"58",-0.115667692996556
"59",0.383402356470873
"60",0.314386889738738
"61",0.440376289581311
"62",0.660573011150518
"63",0.42022474091161
"64",0.559569724460595
"65",0.638201167846293
"66",0.141910378854755
"67",0.265001934871665
"68",-0.341133799487475
